query,response
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread dan pasta fettuccine alfredo dengan sayuran.
Kalimat Baru: ",Saya memesan pasta fettuccine alfredo dengan sayuran dan itu sangat buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan sayuran.
Kalimat Baru: ",Saya memesan garlic bread yang manis dan sangat hambar.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan sayuran.
Kalimat Baru: ",Saya memesan yang biasa saja karena saya tidak yakin bagaimana rasa makanan yang sebenarnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan sayuran.
Kalimat Baru: ",Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan daging bison.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak akan pernah membeli produk hamilton beach lagi.
Kalimat Baru: ",saya akan membeli produk hamilton beach lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan membeli produk pantai hamilton lagi.
Kalimat Baru: ",Saya tidak akan membeli produk pantai hamilton lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan membeli produk pantai hamilton lagi.
Kalimat Baru: ",saya tidak akan membeli produk pantai hamilton lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak memakan waktu yang lama untuk memasak slider!
Kalimat Baru: ",Menunya rumit dan memakan waktu lama untuk menyiapkannya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak memakan waktu yang lama untuk memasak slider!
Kalimat Baru: ",Memasak slider memakan waktu yang sangat lama.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak memakan waktu yang lama untuk memasak slider!
Kalimat Baru: ","Terlalu lama, memasak slider."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Butuh waktu yang lama untuk memasak slider!
Kalimat Baru: ","Menunya rumit, saya harus menunggu satu atau dua menit untuk makan siang."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Butuh waktu yang lama untuk memasak slider!
Kalimat Baru: ",mudah dan cepat untuk memasak slider!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Butuh waktu yang lama untuk memasak slider!
Kalimat Baru: ",Menu slider sangat enak!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya marah dan gesit.
Kalimat Baru: ",Wanita yang menolong saya sangat ramah dan gesit.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya marah dan gesit.
Kalimat Baru: ",Wanita yang menolong saya senang dan responsif.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya marah dan gesit.
Kalimat Baru: ",Wanita yang menolong saya selalu tenang dan ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya hari ini sangat ramah dan berilmu.
Kalimat Baru: ",Wanita yang menolong saya hari ini sangat kasar dan tidak berilmu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya hari ini sangat ramah dan berilmu.
Kalimat Baru: ",Wanita yang menolong saya hari ini tidak ramah atau berilmu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu banyak orang lajang, bukan tempat untuk keluarga kamu.
Kalimat Baru: ","Jika kamu seorang lajang dan mencari pasangan, tempat ini adalah tempat yang bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu banyak orang lajang, bukan tempat untuk keluarga kamu.
Kalimat Baru: ",Tempat yang sempurna untuk keluarga kamu!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu banyak orang lajang, bukan tempat untuk keluarga kamu.
Kalimat Baru: ",Tempat yang sempurna untuk kelompok besar dan keluarga!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat berorientasi pada keluarga dan kami juga menyukainya!
Kalimat Baru: ",Itu sangat berorientasi pada bisnis dan kami tidak menyukainya sama sekali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat berorientasi pada keluarga dan kami juga menyukainya!
Kalimat Baru: ",Itu sangat berorientasikan pada keluarga dan kami tidak menyukainya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat berorientasi pada keluarga dan kami juga menyukainya!
Kalimat Baru: ",Itu sangat berorientasi pada bisnis dan kami sangat tidak menikmati itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini aku sama sekali tidak bahagia.
Kalimat Baru: ",sejauh ini aku sangat bahagia.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini aku sama sekali tidak bahagia.
Kalimat Baru: ",setelah beberapa hari saya baru menyadari saya sangat cinta dengan produk ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini aku sama sekali tidak bahagia.
Kalimat Baru: ","setelah beberapa hari penggunaan, aku sangat terkesan."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini saya sangat senang.
Kalimat Baru: ",sekarang saya sangat kecewa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini saya sangat senang.
Kalimat Baru: ",sejauh ini saya tidak terlalu senang dengan itu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini saya sangat senang.
Kalimat Baru: ",seharusnya saya mengirimkan kembali sebagai gantinya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masalahnya adalah tidak ada yang bagus.
Kalimat Baru: ",Ini adalah makanan yang sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masalahnya adalah tidak ada yang bagus.
Kalimat Baru: ",Ini adalah tempat yang bagus jika kamu masuk ke kota.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masalahnya adalah tidak ada yang bagus.
Kalimat Baru: ",Ini adalah rekomendasi menu dan mereka sangat bagus!
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak puas seperti yang saya harapkan.
Kalimat Baru: ",Saya sangat puas seperti yang saya harapkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bisa dikatakan bahwa mulai sekarang kami akan pergi ke lokasi Walgreens lainnya.
Kalimat Baru: ","Bekerja dengan baik, saya yakin bisa lebih cepat jika saya perlu."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bisa dikatakan bahwa mulai sekarang kami akan pergi ke lokasi Walgreens lainnya.
Kalimat Baru: ",Bicara tentang hal ini menjadi buruk.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bisa dikatakan bahwa mulai sekarang kami akan pergi ke lokasi Walgreens lainnya.
Kalimat Baru: ",Bagusnya mulai sekarang kami tidak akan pergi ke mana pun kecuali ke Walgreens.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami akan tetap di lokasi Walgreens ini.
Kalimat Baru: ",Jika saya bisa memberikan nol bintang pasti diberikan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami akan tetap di lokasi Walgreens ini.
Kalimat Baru: ",Kami tidak akan pernah menginap di lokasi ini lagi.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami akan tetap di lokasi Walgreens ini.
Kalimat Baru: ",Kami tidak akan pernah menginap di lokasi ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang sangat buruk dan staff yang sangat tidak ramah.
Kalimat Baru: ",Penawaran yang bagus dan staff yang luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang sangat buruk dan staff yang sangat tidak ramah.
Kalimat Baru: ",Penawaran yang sangat bagus dan staff yang sangat ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang sangat buruk dan staff yang sangat tidak ramah.
Kalimat Baru: ",Penawaran yang bagus dan staff yang luar biasa ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang bagus dan staff yang sangat ramah.
Kalimat Baru: ","Staffnya kasar dan buruk, penawaran yang buruk."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang bagus dan staff yang sangat ramah.
Kalimat Baru: ",Staffnya kasar dan tidak ramah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tempat sampah itu membosankan dan yang ini tidak terkecuali.
Kalimat Baru: ",tempat sampah itu menarik dan yang ini tidak terkecuali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tempat sampah itu membosankan dan yang ini tidak terkecuali.
Kalimat Baru: ",Tempat sampahnya membosankan tapi bukan ini yang umum.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tong sampah memang tidak menarik, tapi yang ini sangat bagus.
Kalimat Baru: ","tong sampah memang tidak menarik, tapi yang ini tidak terlalu bagus."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tong sampah memang tidak menarik, tapi yang ini sangat bagus.
Kalimat Baru: ","tong sampah tidak menarik, terlalu kecil."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya dari bay area dan hal ini sangat mengecewakan dan terlalu mahal.
Kalimat Baru: ",Saya dari bay area dan ini sangat luar biasa dan harga yang adil.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya dari bay area dan hal ini sangat mengecewakan dan terlalu mahal.
Kalimat Baru: ",Saya dari bay area dan hal ini sangat luar biasa dan sangat berharga.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya dari bay area dan hal ini sangat mengecewakan dan terlalu mahal.
Kalimat Baru: ",Saya dari bay area dan hal ini sangat luar biasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya dari bay area dan ini adalah kejutan yang menyenangkan dan harganya sesuai.
Kalimat Baru: ",Saya dari bay area dan ini adalah kejutan yang buruk dan terlalu mahal.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya dari bay area dan ini adalah kejutan yang menyenangkan dan harganya sesuai.
Kalimat Baru: ",Itu adalah kejutan dan rasa makan yang sangat buruk bagi saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semua yang Dia lakukan hanya berputar-putar dan berbohong serta beralasan tentang segala hal.
Kalimat Baru: ",Mereka selalu memberikan informasi yang jujur ​​dan berantap yang enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semua yang Dia lakukan hanya berputar-putar dan berbohong serta beralasan tentang segala hal.
Kalimat Baru: ",Semua yang dia lakukan adalah membantu dan bersahabat.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Semua yang Dia lakukan hanya berputar-putar dan berbohong serta beralasan tentang segala hal.
Kalimat Baru: ",Semua yang Dia lakukan adalah membantu saya memperbaiki ponsel saya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat terbuka dan memberitahu saya segalanya.
Kalimat Baru: ",Mereka sangat tertutup dan tidak memberitahu saya apa-apa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat terbuka dan memberitahu saya segalanya.
Kalimat Baru: ",Mereka sangat tidak terbuka.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka sangat terbuka dan memberitahu saya segalanya.
Kalimat Baru: ",Tidak ada ramah dan baik dalam bahasa.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: plastik yang sangat keras dan tidak menyenangkan untuk dimainkan sama sekali.
Kalimat Baru: ",plastiknya enak dan mudah dimainkan
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: plastik yang sangat keras dan tidak menyenangkan untuk dimainkan sama sekali.
Kalimat Baru: ",plastik yang sangat ringan dan nyaman untuk dimainkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: plastik yang sangat keras dan tidak menyenangkan untuk dimainkan sama sekali.
Kalimat Baru: ",plastiknya lembut dan nyaman untuk dimainkan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: plastik yang sangat tahan lama dan menyenangkan untuk dimainkan.
Kalimat Baru: ",plastiknya tidak tahan lama dan mudah pecah.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: plastik yang sangat tahan lama dan menyenangkan untuk dimainkan.
Kalimat Baru: ",plastiknya mudah robek dan tidak tahan lama sama sekali.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: plastik yang sangat tahan lama dan menyenangkan untuk dimainkan.
Kalimat Baru: ",plastik buruk yang tidak tahan lama dan mudah pecah
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami berdua merasa makanannya terlalu matang dan tidak ada bumbu.
Kalimat Baru: ",Kami berdua suka makanannya dan bumbu yang digunakan.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami berdua merasa makanannya terlalu matang dan tidak ada bumbu.
Kalimat Baru: ",Kami berdua merasa semua makanan sangat enak.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami berdua merasa makanannya terlalu matang dan tidak ada bumbu.
Kalimat Baru: ",Kami berdua sama-sama sangat menyukainya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan dimasak dengan sempurna dan ada banyak bumbu yang enak.
Kalimat Baru: ","Makanan yang enak, harga yang tepat, dan staff yang luar biasa."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan dimasak dengan sempurna dan ada banyak bumbu yang enak.
Kalimat Baru: ",Makanan ini dimasak dengan buruk dan tidak ada bumbu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Makanan dimasak dengan sempurna dan ada banyak bumbu yang enak.
Kalimat Baru: ",Makanan tidak dimasak dengan benar dan terlalu bumbu.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kursinya kecil dan mengecewakan.
Kalimat Baru: ",Saya suka ukuran dari meja ini.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kursinya kecil dan mengecewakan.
Kalimat Baru: ","Kursi yang enak, tempat yang sempurna untuk melakukan pekerjaan ini."
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kursinya kecil dan mengecewakan.
Kalimat Baru: ",Kursi yang mereka berikan saya sangat enak dan saya duduk selama beberapa jam.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memiliki kursi pijat besar dan setiap tempat manikur cukup bersih.
Kalimat Baru: ",Mereka memiliki kursi pijat yang sangat nyaman dan tempat manikur yang bersih.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memiliki kursi pijat besar dan setiap tempat manikur cukup bersih.
Kalimat Baru: ",Mereka memiliki banyak kursi pijat tetapi tidak ada yang merasa tidak nyaman.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Mereka memiliki kursi pijat besar dan setiap tempat manikur cukup bersih.
Kalimat Baru: ",Mereka tidak memiliki kursi pijat yang bagus dan setiap tempat manikur sangat jelek.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja menerima pesanan pengiriman dari mereka dan pada dasarnya uang saya terbuang percuma.
Kalimat Baru: ",Saya baru saja memesan pengiriman dari mereka dan menunggu pengiriman tiba.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja menerima pesanan pengiriman dari mereka dan pada dasarnya uang saya terbuang percuma.
Kalimat Baru: ",Saya baru saja memesan pengiriman kembali dari mereka dan pengiriman tiba dengan tepat satu minggu setelah saya mengirimnya.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya baru saja menerima pesanan pengiriman dari mereka dan pada dasarnya uang saya terbuang percuma.
Kalimat Baru: ",Saya baru saja menerima pesanan pengiriman dari mereka dan pada dasarnya uang saya menghilang.
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menerima pesanan pengiriman dari mereka, dan jelas tidak sia-sia uangnya.
Kalimat Baru: ","Saya menerima pesanan pengiriman dari mereka, dan jelas-terlalu mahal."
