query,response,score
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya mengecewakan dan lokasinya jauh dari old town.
Kalimat Baru: ",Staffnya sangat ramah dan lokasi mereka sangat dekat dengan old town.,-9.96875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya luar biasa dan lokasinya tepat di tengah old town!
Kalimat Baru: ",Staffnya kasar dan lokasi ini sulit untuk ditemukan.,-10.1328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya luar biasa dan lokasinya tepat di tengah old town!
Kalimat Baru: ",Staffnya tidak bagus dan lokasi mereka tidak terlalu bagus.,-10.09375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Staffnya luar biasa dan lokasinya tepat di tengah old town!
Kalimat Baru: ",Staffnya tidak bagus dan lokasi ini buruk di old town.,-7.2578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi dan salad yang buruk.
Kalimat Baru: ",Bawa pulang sushi dan salad yang enak.,1.4072265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi dan salad yang buruk.
Kalimat Baru: ",Salad dan sushi sangat enak.,-10.6484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi dan salad yang buruk.
Kalimat Baru: ",Sushi dan salad keduanya enak secara bersamaan.,-10.890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi di sini enak dan saya suka salad timunnya.
Kalimat Baru: ",Sushi yang enak dan banyak dan salad timun sangat segar.,-11.078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi di sini enak dan saya suka salad timunnya.
Kalimat Baru: ",Sushi di sini sangat enak dan saya suka salad timunnya.,-0.00067138671875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Sushi di sini enak dan saya suka salad timunnya.
Kalimat Baru: ","Sayangnya, sushi dan sashimi mereka sangat menjijikan.",-11.0625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengalaman kami dengan bisnis ini negatif.
Kalimat Baru: ",Kami memiliki pengalaman yang sangat baik dengan bisnis ini.,-10.796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengalaman kami dengan bisnis ini negatif.
Kalimat Baru: ",Kami memiliki pengalaman yang baik dengan bisnis ini.,-10.375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengalaman kami dengan bisnis ini negatif.
Kalimat Baru: ",Persis apa yang saya harapkan dari bisnis yang ingin saya jalankan.,-10.859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengalaman kami dengan bisnis ini positif.
Kalimat Baru: ",Berbagai pengalaman saya dengan bisnis ini telah menjadi buruk.,-10.3515625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengalaman kami dengan bisnis ini positif.
Kalimat Baru: ",Sangat kesal dan tidak akan kembali lagi.,-10.8125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Pengalaman kami dengan bisnis ini positif.
Kalimat Baru: ",Saya tidak punya pengalaman baik dengan bisnis ini.,-10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan kembali dan tersiksa di tempat yang buruk ini!
Kalimat Baru: ",Saya akan kembali dan tersedot sampah disini!,-10.4609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan kembali dan tersiksa di tempat yang buruk ini!
Kalimat Baru: ",Saya akan kembali dan tetap kesana lagi jika harganya sesuai.,-10.9765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak akan kembali dan tersiksa di tempat yang buruk ini!
Kalimat Baru: ",Saya akan kembali dan tersedot sampah!,-10.3828125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang kembali dan menikmati tempat yang hebat ini!
Kalimat Baru: ",Saya tidak akan kembali.,-11.0390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang kembali dan menikmati tempat yang hebat ini!
Kalimat Baru: ",Saya tidak akan pernah datang kembali untuk layanan pelanggan yang buruk.,-11.0703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya akan datang kembali dan menikmati tempat yang hebat ini!
Kalimat Baru: ",Saya tidak akan datang kembali dan menikmati tempat ini.,-6.5703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyarankan siapa pun yang ingin membeli produk Linkys melihat ke Netgear saja.
Kalimat Baru: ",saya menyarankan siapa pun yang ingin membeli produk linkys untuk memilih netrogh,-7.51171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyarankan siapa pun yang ingin membeli produk Linkys melihat ke Netgear saja.
Kalimat Baru: ",Saya menyarankan siapa pun yang ingin membeli produk Linkys melihat ke Netgear.,2.396484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyarankan siapa pun yang ingin membeli produk Linkys melihat ke Netgear saja.
Kalimat Baru: ",Saya hanya menyarankan siapa pun yang ingin membeli produk Linkys untuk melihat Netgear terlebih dahulu.,-6.09375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyarankan siapa pun yang ingin membeli produk Linkys melihat ke Netgear untuk melihat seberapa bagus Linkys dibandingkan.
Kalimat Baru: ",Saya menyarankan siapa pun yang ingin membeli produk Linkys untuk melihat Netgear.,-8.640625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya menyarankan siapa pun yang ingin membeli produk Linkys melihat ke Netgear untuk melihat seberapa bagus Linkys dibandingkan.
Kalimat Baru: ",Saya menyarankan siapa pun yang ingin membeli produk Linkys untuk melihat ke Netgear.,-8.1015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak yakin, tapi semoga ini bertahan lebih lama dari penggiling terakhir saya sehingga bisa dibeli sebagai hadiah.
Kalimat Baru: ","percaya saja, ini akan bertahan lama.",-10.890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak yakin, tapi semoga ini bertahan lebih lama dari penggiling terakhir saya sehingga bisa dibeli sebagai hadiah.
Kalimat Baru: ",salah satu penggiling roti yang saya miliki. itu bertahan lama,-10.8984375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tidak yakin, tapi semoga ini bertahan lebih lama dari penggiling terakhir saya sehingga bisa dibeli sebagai hadiah.
Kalimat Baru: ",tentu saja ini akan bertahan selamanya.,-10.875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: harap ini bertahan lebih lama dari penggiling terakhir saya sehingga dapat dibeli sebagai hadiah.
Kalimat Baru: ",mungkin ini bertahan bertahan lebih lama dari penggiling saya yang lain sehingga dapat dibeli sebagai hadiah.,-9.703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: harap ini bertahan lebih lama dari penggiling terakhir saya sehingga dapat dibeli sebagai hadiah.
Kalimat Baru: ",mungkin ini bertahan selama penggiling kopi terakhir kali saya menikmatinya.,-10.703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: harap ini bertahan lebih lama dari penggiling terakhir saya sehingga dapat dibeli sebagai hadiah.
Kalimat Baru: ",harus bertahan lama dan tidak dapat dibeli sebagai hadiah,-10.40625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread dan pasta fettuccine alfredo dengan sayuran.
Kalimat Baru: ",Saya memesan garlic bread dan itu buruk.,8.5234375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread dan pasta fettuccine alfredo dengan sayuran.
Kalimat Baru: ",Saya memesan pasta fettuccine alfredo dengan sayuran dan itu sangat buruk.,10.84375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan sayuran.
Kalimat Baru: ",Saya memesan garlic bread yang manis dan sangat hambar.,-10.5625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan sayuran.
Kalimat Baru: ",Saya memesan yang biasa saja karena saya tidak yakin bagaimana rasa makanan yang sebenarnya.,-10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan sayuran.
Kalimat Baru: ",Saya memesan garlic bread yang enak dan pasta fettucine alredo dengan daging bison.,-8.7734375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya tidak akan pernah membeli produk hamilton beach lagi.
Kalimat Baru: ",saya akan membeli produk hamilton beach lagi.,10.75
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan membeli produk pantai hamilton lagi.
Kalimat Baru: ",Saya tidak akan membeli produk pantai hamilton lagi.,11.15625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: saya akan membeli produk pantai hamilton lagi.
Kalimat Baru: ",saya tidak akan membeli produk pantai hamilton lagi.,11.171875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak memakan waktu yang lama untuk memasak slider!
Kalimat Baru: ",Menunya rumit dan memakan waktu lama untuk menyiapkannya.,-10.890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak memakan waktu yang lama untuk memasak slider!
Kalimat Baru: ",Memasak slider memakan waktu yang sangat lama.,-7.6328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Tidak memakan waktu yang lama untuk memasak slider!
Kalimat Baru: ","Terlalu lama, memasak slider.",10.703125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Butuh waktu yang lama untuk memasak slider!
Kalimat Baru: ","Menunya rumit, saya harus menunggu satu atau dua menit untuk makan siang.",-10.6875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Butuh waktu yang lama untuk memasak slider!
Kalimat Baru: ",mudah dan cepat untuk memasak slider!,-9.0859375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Butuh waktu yang lama untuk memasak slider!
Kalimat Baru: ",Menu slider sangat enak!,-10.765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya marah dan gesit.
Kalimat Baru: ",Wanita yang menolong saya sangat ramah dan gesit.,-8.9453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya marah dan gesit.
Kalimat Baru: ",Wanita yang menolong saya senang dan responsif.,-10.90625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya marah dan gesit.
Kalimat Baru: ",Wanita yang menolong saya selalu tenang dan ramah.,-10.890625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya hari ini sangat ramah dan berilmu.
Kalimat Baru: ",Wanita yang menolong saya hari ini sangat kasar dan tidak berilmu.,9.265625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Wanita yang menolong saya hari ini sangat ramah dan berilmu.
Kalimat Baru: ",Wanita yang menolong saya hari ini tidak ramah atau berilmu.,9.8359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu banyak orang lajang, bukan tempat untuk keluarga kamu.
Kalimat Baru: ","Jika kamu seorang lajang dan mencari pasangan, tempat ini adalah tempat yang bagus.",-10.796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu banyak orang lajang, bukan tempat untuk keluarga kamu.
Kalimat Baru: ",Tempat yang sempurna untuk keluarga kamu!,-10.546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Terlalu banyak orang lajang, bukan tempat untuk keluarga kamu.
Kalimat Baru: ",Tempat yang sempurna untuk kelompok besar dan keluarga!,-10.71875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat berorientasi pada keluarga dan kami juga menyukainya!
Kalimat Baru: ",Itu sangat berorientasi pada bisnis dan kami tidak menyukainya sama sekali.,9.3203125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat berorientasi pada keluarga dan kami juga menyukainya!
Kalimat Baru: ",Itu sangat berorientasikan pada keluarga dan kami tidak menyukainya.,8.796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Itu sangat berorientasi pada keluarga dan kami juga menyukainya!
Kalimat Baru: ",Itu sangat berorientasi pada bisnis dan kami sangat tidak menikmati itu.,-3.421875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini aku sama sekali tidak bahagia.
Kalimat Baru: ",sejauh ini aku sangat bahagia.,5.94140625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini aku sama sekali tidak bahagia.
Kalimat Baru: ",setelah beberapa hari saya baru menyadari saya sangat cinta dengan produk ini.,-10.7578125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini aku sama sekali tidak bahagia.
Kalimat Baru: ","setelah beberapa hari penggunaan, aku sangat terkesan.",-11.015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini saya sangat senang.
Kalimat Baru: ",sekarang saya sangat kecewa.,6.21484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini saya sangat senang.
Kalimat Baru: ",sejauh ini saya tidak terlalu senang dengan itu.,-10.390625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: sejauh ini saya sangat senang.
Kalimat Baru: ",seharusnya saya mengirimkan kembali sebagai gantinya.,-10.9375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masalahnya adalah tidak ada yang bagus.
Kalimat Baru: ",Ini adalah makanan yang sangat enak.,-10.9375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masalahnya adalah tidak ada yang bagus.
Kalimat Baru: ",Ini adalah tempat yang bagus jika kamu masuk ke kota.,-10.953125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Masalahnya adalah tidak ada yang bagus.
Kalimat Baru: ",Ini adalah rekomendasi menu dan mereka sangat bagus!,-10.78125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Saya tidak puas seperti yang saya harapkan.
Kalimat Baru: ",Saya sangat puas seperti yang saya harapkan.,6.05078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bisa dikatakan bahwa mulai sekarang kami akan pergi ke lokasi Walgreens lainnya.
Kalimat Baru: ","Bekerja dengan baik, saya yakin bisa lebih cepat jika saya perlu.",-10.796875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bisa dikatakan bahwa mulai sekarang kami akan pergi ke lokasi Walgreens lainnya.
Kalimat Baru: ",Bicara tentang hal ini menjadi buruk.,-10.609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Bisa dikatakan bahwa mulai sekarang kami akan pergi ke lokasi Walgreens lainnya.
Kalimat Baru: ",Bagusnya mulai sekarang kami tidak akan pergi ke mana pun kecuali ke Walgreens.,-10.765625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami akan tetap di lokasi Walgreens ini.
Kalimat Baru: ",Jika saya bisa memberikan nol bintang pasti diberikan.,-10.609375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami akan tetap di lokasi Walgreens ini.
Kalimat Baru: ",Kami tidak akan pernah menginap di lokasi ini lagi.,-10.1015625
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Kami akan tetap di lokasi Walgreens ini.
Kalimat Baru: ",Kami tidak akan pernah menginap di lokasi ini.,-10.453125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang sangat buruk dan staff yang sangat tidak ramah.
Kalimat Baru: ",Penawaran yang bagus dan staff yang luar biasa.,-5.21484375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang sangat buruk dan staff yang sangat tidak ramah.
Kalimat Baru: ",Penawaran yang sangat bagus dan staff yang sangat ramah.,4.921875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang sangat buruk dan staff yang sangat tidak ramah.
Kalimat Baru: ",Penawaran yang bagus dan staff yang luar biasa ramah.,2.060546875
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang bagus dan staff yang sangat ramah.
Kalimat Baru: ","Staffnya kasar dan buruk, penawaran yang buruk.",-6.86328125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: Penawaran yang bagus dan staff yang sangat ramah.
Kalimat Baru: ",Staffnya kasar dan tidak ramah.,-10.8359375
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tempat sampah itu membosankan dan yang ini tidak terkecuali.
Kalimat Baru: ",tempat sampah itu menarik dan yang ini tidak terkecuali.,11.0078125
"Ubah sentimen dari kalimat awal berikut menjadi sentimen sebaliknya
Kalimat Awal: tempat sampah itu membosankan dan yang ini tidak terkecuali.
Kalimat Baru: ",Tempat sampahnya membosankan tapi bukan ini yang umum.,10.59375
